udi,split
8330,train
8331,train
8332,train
8333,train
8334,train
8335,train
8336,train
8337,train
8338,train
8339,train
8340,test
8341,train
8342,train
8343,train
8344,train
8345,train
8346,test
8347,train
8348,train
8349,test
8350,train
8351,train
8352,test
8353,train
8354,train
8355,train
8356,validation
8357,validation
8358,validation
8359,test
8360,validation
8361,train
8362,test
8363,train
8364,train
8365,test
8366,validation
8367,test
8368,train
8369,train
8370,validation
8371,train
8372,test
8373,train
8374,train
8375,validation
8376,train
8377,train
8378,validation
8379,test
8380,validation
8381,train
8382,test
8383,train
8384,train
8385,validation
8386,train
8387,train
8388,train
8389,train
8390,test
8391,test
8392,validation
8393,train
8394,train
8395,train
8396,train
8397,train
8398,train
8399,validation
8400,train
8401,train
8402,train
8403,train
8404,train
8405,train
8406,test
8407,train
8408,train
8409,train
8410,train
8411,train
8412,validation
8413,train
8414,train
8415,validation
8416,validation
8417,train
8418,train
8419,train
8420,test
8421,train
8422,train
8423,train
8424,validation
8425,train
8426,validation
8427,test
8428,validation
8429,train
8430,test
8431,train
8432,train
8433,train
8434,train
8435,train
8436,train
8437,train
8438,validation
8439,train
8440,train
8441,test
8442,validation
8443,validation
8444,train
8445,train
8446,test
8447,train
8448,test
8449,train
8450,train
8451,train
8452,train
8453,train
8454,train
8455,train
8456,train
8457,train
8458,train
8459,train
8460,train
8461,test
8462,train
8463,test
8464,train
8465,test
8466,test
8467,train
8468,train
8469,train
8470,test
8471,train
8472,validation
8473,test
8474,train
8475,test
8476,train
8477,train
8478,train
8479,validation
8480,train
8481,train
8482,train
8483,test
8484,test
8485,train
8486,test
8487,train
8488,train
8489,test
8490,validation
8491,train
8492,train
8493,train
8494,validation
8495,train
8496,train
8497,train
8498,train
8499,train
8500,train
8501,test
8502,train
8503,train
8504,train
8505,test
8506,test
8507,test
8508,validation
8509,train
8510,train
8511,train
8512,validation
8513,train
8514,test
8515,validation
8516,train
8517,train
8518,train
8519,validation
8520,test
8521,test
8522,train
8523,validation
8524,validation
8525,test
8526,test
8527,train
8528,validation
8529,train
8530,train
8531,train
8532,test
8533,train
8534,test
8535,train
8536,train
8537,test
8538,test
8539,validation
8540,test
8541,train
8542,test
8543,train
8544,test
8545,train
8546,train
8547,train
8548,validation
8549,train
8550,test
8551,train
8552,train
8553,train
8554,train
8555,train
8556,train
8557,test
8558,train
8559,train
8560,train
8561,validation
8562,validation
8563,train
8564,validation
8565,train
8566,validation
8567,train
8568,train
8569,train
8570,test
8571,test
8572,train
8573,train
8574,validation
8575,train
8576,train
8577,train
8578,train
8579,validation
8580,train
8581,validation
8582,train
8583,test
8584,test
8585,train
8586,train
8587,validation
8588,train
8589,train
8590,train
8591,train
8592,train
8593,validation
8594,train
8595,train
8596,train
8597,train
8598,train
8599,train
8600,train
8601,test
8602,train
8603,validation
8604,test
8605,train
8606,train
8607,train
8608,test
8609,train
8610,validation
8611,validation
8612,validation
8613,test
8614,train
8615,train
8616,train
8617,train
8618,validation
8619,train
8620,train
8621,test
8622,train
8623,test
8624,train
8625,train
8626,test
8627,train
8628,train
8629,train
8630,train
8631,validation
8632,train
8633,train
8634,test
8635,train
8636,train
8637,test
8638,train
8639,test
8640,train
8641,train
8642,train
8643,test
8644,validation
8645,train
8646,test
8647,train
8648,train
8649,train
8650,test
8651,train
8652,train
8653,test
8654,train
8655,test
8656,validation
8657,validation
8658,train
8659,train
8660,train
8661,train
8662,train
8663,train
8664,validation
8665,train
8666,train
8667,test
8668,validation
8669,train
8670,train
8671,test
8672,test
8673,validation
8674,validation
8675,train
8676,train
8677,train
8678,test
8679,train
8680,train
8681,train
8682,train
8683,train
8684,validation
8685,train
8686,train
8687,validation
8688,train
8689,test
8690,train
8691,validation
8692,train
8693,train
8694,test
8695,validation
8696,train
8697,train
8698,train
8699,validation
8700,train
8701,train
8702,validation
8703,validation
8704,train
8705,test
8706,train
8707,train
8708,test
8709,test
8710,train
8711,train
8712,validation
8713,train
8714,train
8715,validation
8716,train
8717,train
8718,validation
8719,train
8720,validation
8721,validation
8722,train
8723,test
8724,test
8725,train
8726,train
8727,train
8728,validation
8729,train
8730,train
8731,test
8732,train
8733,train
8734,train
8735,train
8736,validation
8737,validation
8738,train
8739,test
8740,train
8741,train
8742,train
8743,test
8744,test
8745,test
8746,train
8747,train
8748,train
8749,test
8750,test
8751,validation
8752,test
8753,train
8754,train
8755,train
8756,train
8757,validation
8758,train
8759,train
8760,test
8761,test
8762,validation
8763,train
8764,train
8765,train
8766,test
8767,train
8768,validation
8769,train
8770,train
8771,train
8772,train
8773,train
8774,train
8775,train
8776,train
8777,train
8778,train
8779,train
8780,validation
8781,train
8782,train
8783,train
8784,validation
8785,validation
8786,train
8787,train
8788,test
8789,validation
8790,train
8791,train
8792,validation
8793,test
8794,validation
8795,train
8796,train
8797,train
8798,train
8799,train
8800,test
8801,train
8802,test
8803,train
8804,train
8805,test
8806,train
8807,train
8808,validation
8809,train
8810,train
8811,train
8812,train
8813,test
8814,train
8815,train
8816,train
8817,train
8818,train
8819,train
8820,train
8821,train
8822,train
8823,train
8824,train
8825,train
8826,train
8827,test
8828,test
8829,train
8830,validation
8831,train
8832,test
8833,train
8834,train
8835,test
8836,validation
8837,train
8838,train
8839,test
8840,train
8841,train
8842,train
8843,test
8844,train
8845,test
8846,train
8847,test
8848,train
8849,validation
8850,test
8851,train
8852,train
8853,validation
8854,train
8855,train
8856,train
8857,validation
8858,train
8859,train
8860,validation
8861,train
8862,train
8863,validation
8864,train
8865,train
8866,test
8867,validation
8868,validation
8869,train
8870,train
8871,test
8872,train
8873,train
8874,train
8875,train
8876,train
8877,train
8878,validation
8879,validation
8880,train
8881,train
8882,validation
8883,validation
8884,test
8885,train
8886,train
8887,validation
8888,test
8889,train
8890,train
8891,validation
8892,train
8893,train
8894,test
8895,train
8896,test
8897,test
8898,train
8899,validation
8900,train
8901,validation
8902,test
8903,train
8904,train
8905,train
8906,train
8907,train
8908,train
8909,test
8910,train
8911,train
8912,test
8913,train
8914,validation
8915,validation
8916,train
8917,train
8918,train
8919,train
8920,validation
8921,train
8922,validation
8923,train
8924,train
8925,train
8926,test
8927,train
8928,train
8929,validation
8930,train
8931,train
8932,train
8933,validation
8934,test
8935,test
8936,train
8937,train
8938,validation
8939,train
8940,test
8941,train
8942,train
8943,train
8944,train
8945,test
8946,train
8947,train
8948,train
8949,validation
8950,train
8951,train
8952,train
8953,train
8954,train
8955,train
8956,train
8957,validation
8958,test
8959,train
8960,train
8961,train
8962,train
8963,test
8964,train
8965,test
8966,train
8967,train
8968,test
8969,train
8970,train
8971,train
8972,test
8973,train
8974,train
8975,train
8976,test
8977,test
8978,train
8979,train
8980,test
8981,train
8982,train
8983,train
8984,test
8985,train
8986,train
8987,test
8988,train
8989,validation
8990,train
8991,validation
8992,test
8993,train
8994,train
8995,train
8996,train
8997,train
8998,test
8999,train
9000,train
9001,train
9002,test
9003,train
9004,train
9005,train
9006,train
9007,train
9008,train
9009,test
9010,validation
9011,train
9012,train
9013,train
9014,train
9015,train
9016,test
9017,test
9018,train
9019,train
9020,test
9021,train
9022,train
9023,validation
9024,test
9025,train
9026,test
9027,train
9028,train
9029,validation
9030,validation
9031,train
9032,test
9033,train
9034,train
9035,validation
9036,validation
9037,train
9038,test
9039,test
9040,train
9041,train
9042,train
9043,test
9044,test
9045,train
9046,train
9047,train
9048,train
9049,train
9050,validation
9051,train
9052,train
9053,train
9054,validation
9055,test
9056,train
9057,train
9058,validation
9059,train
9060,train
9061,train
9062,train
9063,train
9064,train
9065,train
9066,train
9067,validation
9068,test
9069,train
9070,test
9071,train
9072,test
9073,train
9074,train
9075,validation
9076,test
9077,test
9078,validation
9079,train
9080,test
9081,train
9082,train
9083,validation
9084,train
9085,train
9086,train
9087,train
9088,train
9089,validation
9090,validation
9091,train
9092,test
9093,validation
9094,train
9095,train
9096,train
9097,train
9098,train
9099,train
9100,train
9101,train
9102,train
9103,train
9104,train
9105,test
9106,train
9107,train
9108,train
9109,test
9110,test
9111,validation
9112,train
9113,train
9114,train
9115,test
9116,train
9117,validation
9118,train
9119,validation
9120,train
9121,train
9122,train
9123,test
9124,train
9125,train
9126,train
9127,test
9128,test
9129,train
9130,validation
9131,test
9132,train
9133,train
9134,train
9135,train
9136,test
9137,train
9138,test
9139,train
9140,train
9141,train
9142,train
9143,train
9144,train
9145,train
9146,train
9147,test
9148,train
9149,validation
9150,train
9151,train
9152,train
9153,train
9154,train
9155,train
9156,validation
9157,train
9158,validation
9159,validation
9160,test
9161,test
9162,train
9163,train
9164,train
9165,train
9166,train
9167,train
9168,train
9169,train
9170,train
9171,train
9172,train
9173,train
9174,train
9175,test
9176,train
9177,train
9178,train
9179,train
9180,train
9181,train
9182,test
9183,train
9184,train
9185,train
9186,train
9187,train
9188,validation
9189,train
9190,test
9191,train
9192,test
9193,train
9194,validation
9195,train
9196,train
9197,train
9198,validation
9199,train
9200,train
9201,validation
9202,train
9203,train
9204,train
9205,test
9206,train
9207,train
9208,test
9209,train
9210,train
9211,train
9212,train
9213,test
9214,train
9215,train
9216,validation
9217,train
9218,train
9219,train
9220,train
9221,train
9222,validation
9223,validation
9224,train
9225,validation
9226,test
9227,train
9228,train
9229,train
9230,test
9231,train
9232,test
9233,test
9234,train
9235,test
9236,train
9237,test
9238,validation
9239,train
9240,train
9241,train
9242,train
9243,validation
9244,test
9245,train
9246,train
9247,train
9248,train
9249,test
9250,train
9251,train
9252,validation
9253,train
9254,train
9255,train
9256,train
9257,test
9258,train
9259,train
9260,test
9261,train
9262,train
9263,train
9264,train
9265,validation
9266,train
9267,validation
9268,train
9269,validation
9270,test
9271,train
9272,train
9273,test
9274,train
9275,train
9276,validation
9277,test
9278,train
9279,train
9280,train
9281,train
9282,train
9283,test
9284,train
9285,train
9286,train
9287,test
9288,train
9289,train
9290,train
9291,train
9292,test
9293,train
9294,validation
9295,train
9296,train
9297,train
9298,validation
9299,train
9300,train
9301,test
9302,train
9303,train
9304,train
9305,train
9306,train
9307,validation
9308,train
9309,test
9310,train
9311,train
9312,test
9313,test
9314,test
9315,train
9316,train
9317,test
9318,test
9319,train
9320,train
9321,test
9322,train
9323,train
9324,validation
9325,train
9326,train
9327,train
9328,train
9329,validation
9330,train
9331,train
9332,test
9333,train
9334,train
9335,train
9336,train
9337,train
9338,test
9339,test
9340,validation
9341,train
9342,train
9343,validation
9344,train
9345,train
9346,train
9347,train
9348,test
9349,train
9350,train
9351,validation
9352,train
9353,train
9354,test
9355,test
9356,train
9357,train
9358,train
9359,train
9360,train
9361,train
9362,train
9363,train
9364,train
9365,validation
9366,train
9367,test
9368,train
9369,train
9370,validation
9371,train
9372,test
9373,test
9374,train
9375,train
9376,train
9377,train
9378,train
9379,train
9380,train
9381,train
9382,test
9383,train
9384,train
9385,train
9386,test
9387,test
9388,validation
9389,validation
9390,train
9391,validation
9392,train
9393,validation
9394,test
9395,test
9396,test
9397,validation
9398,train
9399,validation
9400,train
9401,validation
9402,train
9403,test
9404,train
9405,train
9406,train
9407,validation
9408,train
9409,train
9410,train
9411,test
9412,test
9413,train
9414,test
9415,test
9416,train
9417,validation
9418,train
9419,train
9420,test
9421,train
9422,train
9423,train
9424,train
9425,validation
9426,train
9427,train
9428,test
9429,train
9430,train
9431,train
9432,test
9433,validation
9434,train
9435,train
9436,validation
9437,train
9438,train
9439,train
9440,train
9441,test
9442,train
9443,train
9444,train
9445,train
9446,train
9447,test
9448,train
9449,train
9450,validation
9451,test
9452,train
9453,test
9454,train
9455,train
9456,train
9457,train
9458,validation
9459,test
9460,test
9461,train
9462,train
9463,validation
9464,train
9465,train
9466,train
9467,validation
9468,validation
9469,test
9470,train
9471,train
9472,test
9473,train
9474,train
9475,train
9476,test
9477,test
9478,train
9479,validation
9480,train
9481,train
9482,validation
9483,test
9484,train
9485,test
9486,train
9487,test
9488,validation
9489,test
9490,test
9491,train
9492,train
9493,test
9494,train
9495,train
9496,train
9497,train
9498,train
9499,train
9500,train
9501,train
9502,train
9503,train
9504,test
9505,validation
9506,train
9507,test
9508,train
9509,train
9510,test
9511,train
9512,test
9513,train
9514,train
9515,train
9516,train
9517,train
9518,test
9519,validation
9520,train
9521,train
9522,train
9523,validation
9524,validation
9525,train
9526,train
9527,train
9528,validation
9529,train
9530,test
9531,test
9532,train
9533,train
9534,test
9535,test
9536,validation
9537,validation
9538,train
9539,test
9540,validation
9541,validation
9542,test
9543,test
9544,train
9545,train
9546,train
9547,validation
9548,test
9549,test
9550,train
9551,train
9552,train
9553,train
9554,train
9555,test
9556,test
9557,train
9558,train
9559,test
9560,train
9561,train
9562,train
9563,train
9564,train
9565,train
9566,train
9567,train
9568,validation
9569,test
9570,train
9571,train
9572,train
9573,train
9574,train
9575,train
9576,validation
9577,train
9578,train
9579,validation
9580,train
9581,train
9582,train
9583,train
9584,test
9585,train
9586,validation
9587,validation
9588,validation
9589,validation
9590,test
9591,train
9592,train
9593,validation
9594,train
9595,train
9596,test
9597,train
9598,validation
9599,validation
9600,validation
9601,train
9602,test
9603,train
9604,train
9605,train
9606,train
9607,train
9608,train
9609,train
9610,train
9611,train
9612,train
9613,train
9614,validation
9615,train
9616,validation
9617,train
9618,validation
9619,train
9620,train
9621,test
9622,train
9623,validation
9624,train
9625,test
9626,train
9627,test
9628,train
9629,train
9630,train
9631,train
9632,train
9633,train
9634,test
9635,train
9636,test
9637,test
9638,train
9639,train
9640,train
9641,train
9642,test
9643,train
9644,test
9645,train
9646,train
9647,train
9648,train
9649,test
9650,train
9651,test
9652,train
9653,train
9654,train
9655,train
9656,test
9657,test
9658,train
9659,train
9660,train
9661,train
9662,train
9663,test
9664,train
9665,test
9666,test
9667,train
9668,train
9669,train
9670,train
9671,train
9672,test
9673,train
9674,test
9675,train
9676,train
9677,test
9678,train
9679,train
9680,train
9681,train
9682,train
9683,validation
9684,train
9685,train
9686,test
9687,train
9688,train
9689,train
9690,validation
9691,train
9692,train
9693,validation
9694,validation
9695,validation
9696,train
9697,validation
9698,train
9699,train
9700,train
9701,train
9702,train
9703,train
9704,train
9705,train
9706,validation
9707,train
9708,train
9709,train
9710,validation
9711,train
9712,train
9713,train
9714,test
9715,train
9716,train
9717,train
9718,train
9719,train
9720,train
9721,train
9722,train
9723,validation
9724,train
9725,test
9726,train
9727,train
9728,test
9729,validation
9730,train
9731,validation
9732,validation
9733,train
9734,test
9735,train
9736,train
9737,test
9738,validation
9739,validation
9740,train
9741,train
9742,test
9743,train
9744,test
9745,test
9746,train
9747,validation
9748,train
9749,train
9750,train
9751,train
9752,test
9753,train
9754,train
9755,train
9756,test
9757,train
9758,train
9759,validation
9760,test
9761,train
9762,train
9763,test
9764,test
9765,train
9766,test
9767,train
9768,train
9769,validation
9770,validation
9771,train
9772,train
9773,train
9774,train
9775,validation
9776,train
9777,train
9778,train
9779,test
9780,train
9781,train
9782,train
9783,train
9784,train
9785,train
9786,train
9787,train
9788,train
9789,train
9790,train
9791,train
9792,train
9793,train
9794,train
9795,validation
9796,train
9797,train
9798,train
9799,train
9800,test
9801,validation
9802,test
9803,validation
9804,test
9805,train
9806,validation
9807,validation
9808,train
9809,test
9810,train
9811,test
9812,train
9813,validation
9814,train
9815,train
9816,validation
9817,test
9818,train
9819,train
9820,train
9821,train
9822,train
9823,train
9824,train
9825,train
9826,train
9827,train
9828,test
9829,train
9830,train
9831,test
9832,train
9833,train
9834,train
9835,validation
9836,train
9837,train
9838,test
9839,train
9840,validation
9841,validation
9842,train
9843,validation
9844,train
9845,train
9846,train
9847,validation
9848,train
9849,validation
9850,train
9851,test
9852,train
9853,validation
9854,train
9855,test
9856,test
9857,train
9858,test
9859,test
9860,train
9861,train
9862,test
9863,train
9864,validation
9865,validation
9866,validation
9867,train
9868,train
9869,train
9870,train
9871,validation
9872,train
9873,train
9874,train
9875,test
9876,train
9877,train
9878,train
9879,train
9880,train
9881,train
9882,test
9883,train
9884,train
9885,validation
9886,test
9887,test
9888,train
9889,train
9890,test
9891,train
9892,train
9893,train
9894,test
9895,validation
9896,train
9897,train
9898,validation
9899,train
9900,train
9901,validation
9902,train
9903,train
9904,train
9905,test
9906,train
9907,train
9908,train
9909,train
9910,train
9911,train
9912,train
9913,test
9914,train
9915,train
9916,validation
9917,train
9918,validation
9919,train
9920,train
9921,validation
9922,train
9923,train
9924,train
9925,test
9926,validation
9927,train
9928,train
9929,train
9930,train
9931,train
9932,validation
9933,train
9934,train
9935,validation
9936,validation
9937,validation
9938,validation
9939,train
9940,train
9941,train
9942,train
9943,train
9944,validation
9945,train
9946,train
9947,train
9948,train
9949,validation
9950,train
9951,test
9952,test
9953,validation
9954,validation
9955,test
9956,validation
9957,validation
9958,train
9959,train
9960,train
9961,test
9962,validation
9963,train
9964,validation
9965,validation
9966,train
9967,train
9968,validation
9969,train
9970,test
9971,train
9972,validation
9973,train
9974,train
9975,validation
9976,train
9977,train
9978,train
9979,test
9980,train
9981,validation
9982,test
9983,test
9984,train
9985,train
9986,validation
9987,test
9988,test
9989,train
9990,train
9991,train
9992,train
9993,validation
9994,train
9995,validation
9996,train
9997,validation
9998,test
9999,train
10000,train
